race_id,gp_year,gp_name,gp_round,driver_id,driver_name,constructor,constructor_ref,is_williams,stop_number,lap_number,time_of_stop,pit_duration,pit_duration_ms,pit_duration_s
959,2016,German Grand Prix,12,822,Valtteri Bottas,Williams,williams,true,1,12,14:19:43,18.796,18796,18.796
959,2016,German Grand Prix,12,13,Felipe Massa,Williams,williams,true,2,26,14:39:36,36.395,36395,36.395
959,2016,German Grand Prix,12,822,Valtteri Bottas,Williams,williams,true,2,33,14:48:41,19.183,19183,19.183
960,2016,Belgian Grand Prix,13,807,Nico Hülkenberg,Force India,force_india,false,1,6,14:15:53,23.564,23564,23.564
960,2016,Belgian Grand Prix,13,815,Sergio Pérez,Force India,force_india,false,1,6,14:16:04,23.783,23783,23.783
960,2016,Belgian Grand Prix,13,807,Nico Hülkenberg,Force India,force_india,false,2,9,14:24:31,16:38.468,998468,998.468
960,2016,Belgian Grand Prix,13,815,Sergio Pérez,Force India,force_india,false,2,9,14:24:36,16:40.284,1000284,1000.284
960,2016,Belgian Grand Prix,13,807,Nico Hülkenberg,Force India,force_india,false,3,23,15:08:55,24.015,24015,24.015
960,2016,Belgian Grand Prix,13,815,Sergio Pérez,Force India,force_india,false,3,24,15:10:56,22.652,22652,22.652
960,2016,Belgian Grand Prix,13,154,Romain Grosjean,Haas F1 Team,haas,false,1,6,14:16:08,23.705,23705,23.705
960,2016,Belgian Grand Prix,13,821,Esteban Gutiérrez,Haas F1 Team,haas,false,1,7,14:18:38,23.486,23486,23.486
960,2016,Belgian Grand Prix,13,154,Romain Grosjean,Haas F1 Team,haas,false,2,9,14:24:42,16:39.366,999366,999.366
960,2016,Belgian Grand Prix,13,821,Esteban Gutiérrez,Haas F1 Team,haas,false,2,9,14:24:48,16:38.622,998622,998.622
960,2016,Belgian Grand Prix,13,821,Esteban Gutiérrez,Haas F1 Team,haas,false,3,22,15:07:18,23.561,23561,23.561
960,2016,Belgian Grand Prix,13,154,Romain Grosjean,Haas F1 Team,haas,false,3,23,15:09:21,23.107,23107,23.107
960,2016,Belgian Grand Prix,13,835,Jolyon Palmer,Renault,renault,false,1,6,14:16:08,22.698,22698,22.698
960,2016,Belgian Grand Prix,13,835,Jolyon Palmer,Renault,renault,false,2,9,14:24:40,16:40.234,1000234,1000.234
960,2016,Belgian Grand Prix,13,835,Jolyon Palmer,Renault,renault,false,3,22,15:07:20,23.333,23333,23.333
960,2016,Belgian Grand Prix,13,835,Jolyon Palmer,Renault,renault,false,4,34,15:30:48,22.578,22578,22.578
960,2016,Belgian Grand Prix,13,13,Felipe Massa,Williams,williams,true,1,2,14:07:44,22.484,22484,22.484
960,2016,Belgian Grand Prix,13,822,Valtteri Bottas,Williams,williams,true,1,7,14:18:36,22.190,22190,22.19
960,2016,Belgian Grand Prix,13,13,Felipe Massa,Williams,williams,true,2,9,14:24:35,16:40.664,1000664,1000.664
960,2016,Belgian Grand Prix,13,822,Valtteri Bottas,Williams,williams,true,2,9,14:24:46,16:38.328,998328,998.328
960,2016,Belgian Grand Prix,13,13,Felipe Massa,Williams,williams,true,3,22,15:07:04,22.515,22515,22.515
960,2016,Belgian Grand Prix,13,822,Valtteri Bottas,Williams,williams,true,3,23,15:09:06,22.318,22318,22.318
961,2016,Italian Grand Prix,14,807,Nico Hülkenberg,Force India,force_india,false,1,14,14:24:20,24.043,24043,24.043
961,2016,Italian Grand Prix,14,815,Sergio Pérez,Force India,force_india,false,1,15,14:25:39,24.537,24537,24.537
961,2016,Italian Grand Prix,14,815,Sergio Pérez,Force India,force_india,false,2,28,14:45:06,24.033,24033,24.033
961,2016,Italian Grand Prix,14,807,Nico Hülkenberg,Force India,force_india,false,2,33,14:52:41,24.553,24553,24.553
961,2016,Italian Grand Prix,14,821,Esteban Gutiérrez,Haas F1 Team,haas,false,1,16,14:27:38,25.150,25150,25.15
961,2016,Italian Grand Prix,14,154,Romain Grosjean,Haas F1 Team,haas,false,1,28,14:45:26,25.340,25340,25.34
961,2016,Italian Grand Prix,14,821,Esteban Gutiérrez,Haas F1 Team,haas,false,2,34,14:54:36,25.515,25515,25.515
961,2016,Italian Grand Prix,14,835,Jolyon Palmer,Renault,renault,false,1,2,14:06:49,33.275,33275,33.275
961,2016,Italian Grand Prix,14,825,Kevin Magnussen,Renault,renault,false,1,14,14:24:42,24.505,24505,24.505
961,2016,Italian Grand Prix,14,825,Kevin Magnussen,Renault,renault,false,2,30,14:49:06,23.757,23757,23.757
961,2016,Italian Grand Prix,14,822,Valtteri Bottas,Williams,williams,true,1,13,14:22:38,24.161,24161,24.161
961,2016,Italian Grand Prix,14,13,Felipe Massa,Williams,williams,true,1,16,14:27:13,23.940,23940,23.94
961,2016,Italian Grand Prix,14,822,Valtteri Bottas,Williams,williams,true,2,30,14:47:55,23.899,23899,23.899
961,2016,Italian Grand Prix,14,13,Felipe Massa,Williams,williams,true,2,36,14:56:59,23.822,23822,23.822
962,2016,Singapore Grand Prix,15,815,Sergio Pérez,Force India,force_india,false,1,1,20:06:31,32.821,32821,32.821
962,2016,Singapore Grand Prix,15,815,Sergio Pérez,Force India,force_india,false,2,25,20:53:08,28.742,28742,28.742
962,2016,Singapore Grand Prix,15,821,Esteban Gutiérrez,Haas F1 Team,haas,false,1,1,20:06:32,26.519,26519,26.519
962,2016,Singapore Grand Prix,15,821,Esteban Gutiérrez,Haas F1 Team,haas,false,2,18,20:39:52,30.307,30307,30.307
962,2016,Singapore Grand Prix,15,821,Esteban Gutiérrez,Haas F1 Team,haas,false,3,36,21:14:20,30.160,30160,30.16
962,2016,Singapore Grand Prix,15,825,Kevin Magnussen,Renault,renault,false,1,1,20:06:28,25.816,25816,25.816
962,2016,Singapore Grand Prix,15,835,Jolyon Palmer,Renault,renault,false,1,1,20:06:45,25.211,25211,25.211
962,2016,Singapore Grand Prix,15,835,Jolyon Palmer,Renault,renault,false,2,11,20:26:49,28.847,28847,28.847
962,2016,Singapore Grand Prix,15,825,Kevin Magnussen,Renault,renault,false,2,17,20:37:54,28.759,28759,28.759
962,2016,Singapore Grand Prix,15,835,Jolyon Palmer,Renault,renault,false,3,34,21:11:01,28.804,28804,28.804
962,2016,Singapore Grand Prix,15,825,Kevin Magnussen,Renault,renault,false,3,38,21:17:53,29.754,29754,29.754
962,2016,Singapore Grand Prix,15,13,Felipe Massa,Williams,williams,true,1,1,20:06:27,25.929,25929,25.929
962,2016,Singapore Grand Prix,15,822,Valtteri Bottas,Williams,williams,true,1,1,20:06:40,32.709,32709,32.709
962,2016,Singapore Grand Prix,15,822,Valtteri Bottas,Williams,williams,true,2,15,20:34:33,28.780,28780,28.78
962,2016,Singapore Grand Prix,15,13,Felipe Massa,Williams,williams,true,2,16,20:35:53,28.682,28682,28.682
962,2016,Singapore Grand Prix,15,13,Felipe Massa,Williams,williams,true,3,28,20:58:52,29.578,29578,29.578
962,2016,Singapore Grand Prix,15,822,Valtteri Bottas,Williams,williams,true,3,30,21:03:12,28.545,28545,28.545
962,2016,Singapore Grand Prix,15,822,Valtteri Bottas,Williams,williams,true,4,32,21:07:22,1:03.680,63680,63.68
962,2016,Singapore Grand Prix,15,13,Felipe Massa,Williams,williams,true,4,43,21:27:23,29.903,29903,29.903
963,2016,Malaysian Grand Prix,16,815,Sergio Pérez,Force India,force_india,false,1,9,15:20:38,27.024,27024,27.024
963,2016,Malaysian Grand Prix,16,807,Nico Hülkenberg,Force India,force_india,false,1,9,15:20:45,26.609,26609,26.609
963,2016,Malaysian Grand Prix,16,807,Nico Hülkenberg,Force India,force_india,false,2,28,15:53:41,24.012,24012,24.012
963,2016,Malaysian Grand Prix,16,815,Sergio Pérez,Force India,force_india,false,2,32,16:00:19,23.947,23947,23.947
963,2016,Malaysian Grand Prix,16,807,Nico Hülkenberg,Force India,force_india,false,3,40,16:14:32,25.192,25192,25.192
963,2016,Malaysian Grand Prix,16,821,Esteban Gutiérrez,Haas F1 Team,haas,false,1,1,15:06:25,30.782,30782,30.782
963,2016,Malaysian Grand Prix,16,821,Esteban Gutiérrez,Haas F1 Team,haas,false,2,22,15:44:09,24.814,24814,24.814
963,2016,Malaysian Grand Prix,16,821,Esteban Gutiérrez,Haas F1 Team,haas,false,3,39,16:13:44,25.006,25006,25.006
963,2016,Malaysian Grand Prix,16,825,Kevin Magnussen,Renault,renault,false,1,1,15:06:24,30.679,30679,30.679
963,2016,Malaysian Grand Prix,16,835,Jolyon Palmer,Renault,renault,false,1,31,15:59:04,23.928,23928,23.928
963,2016,Malaysian Grand Prix,16,13,Felipe Massa,Williams,williams,true,1,1,15:06:15,23.528,23528,23.528
963,2016,Malaysian Grand Prix,16,822,Valtteri Bottas,Williams,williams,true,1,29,15:55:11,23.828,23828,23.828
963,2016,Malaysian Grand Prix,16,13,Felipe Massa,Williams,williams,true,2,6,15:15:25,24.425,24425,24.425
963,2016,Malaysian Grand Prix,16,13,Felipe Massa,Williams,williams,true,3,31,15:59:30,23.778,23778,23.778
964,2016,Japanese Grand Prix,17,807,Nico Hülkenberg,Force India,force_india,false,1,11,14:22:12,22.832,22832,22.832
964,2016,Japanese Grand Prix,17,815,Sergio Pérez,Force India,force_india,false,1,12,14:23:45,23.605,23605,23.605
964,2016,Japanese Grand Prix,17,807,Nico Hülkenberg,Force India,force_india,false,2,28,14:50:32,22.952,22952,22.952
964,2016,Japanese Grand Prix,17,815,Sergio Pérez,Force India,force_india,false,2,29,14:52:07,22.721,22721,22.721
964,2016,Japanese Grand Prix,17,154,Romain Grosjean,Haas F1 Team,haas,false,1,10,14:20:36,23.741,23741,23.741
964,2016,Japanese Grand Prix,17,821,Esteban Gutiérrez,Haas F1 Team,haas,false,1,11,14:22:18,24.110,24110,24.11
964,2016,Japanese Grand Prix,17,821,Esteban Gutiérrez,Haas F1 Team,haas,false,2,28,14:51:13,23.792,23792,23.792
964,2016,Japanese Grand Prix,17,154,Romain Grosjean,Haas F1 Team,haas,false,2,30,14:54:06,25.429,25429,25.429
964,2016,Japanese Grand Prix,17,835,Jolyon Palmer,Renault,renault,false,1,25,14:45:55,23.452,23452,23.452
964,2016,Japanese Grand Prix,17,825,Kevin Magnussen,Renault,renault,false,1,25,14:46:04,23.072,23072,23.072
964,2016,Japanese Grand Prix,17,13,Felipe Massa,Williams,williams,true,1,24,14:44:11,22.463,22463,22.463
964,2016,Japanese Grand Prix,17,822,Valtteri Bottas,Williams,williams,true,1,26,14:47:27,25.007,25007,25.007
965,2016,United States Grand Prix,18,815,Sergio Pérez,Force India,force_india,false,1,10,14:21:31,23.350,23350,23.35
965,2016,United States Grand Prix,18,815,Sergio Pérez,Force India,force_india,false,2,27,14:51:47,24.467,24467,24.467
965,2016,United States Grand Prix,18,154,Romain Grosjean,Haas F1 Team,haas,false,1,10,14:21:30,24.523,24523,24.523
965,2016,United States Grand Prix,18,821,Esteban Gutiérrez,Haas F1 Team,haas,false,1,13,14:27:00,24.470,24470,24.47
965,2016,United States Grand Prix,18,154,Romain Grosjean,Haas F1 Team,haas,false,2,27,14:51:52,26.056,26056,26.056
965,2016,United States Grand Prix,18,825,Kevin Magnussen,Renault,renault,false,1,13,14:27:04,24.310,24310,24.31
965,2016,United States Grand Prix,18,835,Jolyon Palmer,Renault,renault,false,1,15,14:30:43,24.071,24071,24.071
965,2016,United States Grand Prix,18,835,Jolyon Palmer,Renault,renault,false,2,26,14:50:20,24.766,24766,24.766
965,2016,United States Grand Prix,18,825,Kevin Magnussen,Renault,renault,false,2,27,14:52:06,24.103,24103,24.103
965,2016,United States Grand Prix,18,825,Kevin Magnussen,Renault,renault,false,3,43,15:21:37,23.898,23898,23.898
965,2016,United States Grand Prix,18,822,Valtteri Bottas,Williams,williams,true,1,1,14:06:03,27.098,27098,27.098
965,2016,United States Grand Prix,18,13,Felipe Massa,Williams,williams,true,1,11,14:23:03,24.093,24093,24.093
965,2016,United States Grand Prix,18,822,Valtteri Bottas,Williams,williams,true,2,20,14:40:06,25.222,25222,25.222
965,2016,United States Grand Prix,18,13,Felipe Massa,Williams,williams,true,2,29,14:54:55,23.903,23903,23.903
965,2016,United States Grand Prix,18,13,Felipe Massa,Williams,williams,true,3,54,15:39:55,23.464,23464,23.464
966,2016,Mexican Grand Prix,19,807,Nico Hülkenberg,Force India,force_india,false,1,14,13:24:17,22.134,22134,22.134
966,2016,Mexican Grand Prix,19,815,Sergio Pérez,Force India,force_india,false,1,20,13:32:56,22.213,22213,22.213
966,2016,Mexican Grand Prix,19,154,Romain Grosjean,Haas F1 Team,haas,false,1,11,13:20:31,22.957,22957,22.957
966,2016,Mexican Grand Prix,19,821,Esteban Gutiérrez,Haas F1 Team,haas,false,1,12,13:21:51,25.198,25198,25.198
966,2016,Mexican Grand Prix,19,821,Esteban Gutiérrez,Haas F1 Team,haas,false,2,48,14:13:40,23.110,23110,23.11
966,2016,Mexican Grand Prix,19,154,Romain Grosjean,Haas F1 Team,haas,false,2,50,14:16:38,23.678,23678,23.678
966,2016,Mexican Grand Prix,19,835,Jolyon Palmer,Renault,renault,false,1,1,13:05:06,23.897,23897,23.897
966,2016,Mexican Grand Prix,19,825,Kevin Magnussen,Renault,renault,false,1,12,13:21:47,22.271,22271,22.271
966,2016,Mexican Grand Prix,19,825,Kevin Magnussen,Renault,renault,false,2,51,14:17:54,22.384,22384,22.384
966,2016,Mexican Grand Prix,19,13,Felipe Massa,Williams,williams,true,1,14,13:24:24,21.863,21863,21.863
966,2016,Mexican Grand Prix,19,822,Valtteri Bottas,Williams,williams,true,1,19,13:31:31,22.396,22396,22.396
967,2016,Brazilian Grand Prix,20,807,Nico Hülkenberg,Force India,force_india,false,1,20,14:47:44,33:28.504,2008504,2008.504
967,2016,Brazilian Grand Prix,20,815,Sergio Pérez,Force India,force_india,false,1,20,14:47:46,33:28.398,2008398,2008.398
967,2016,Brazilian Grand Prix,20,807,Nico Hülkenberg,Force India,force_india,false,2,22,15:25:12,24.282,24282,24.282
967,2016,Brazilian Grand Prix,20,815,Sergio Pérez,Force India,force_india,false,2,28,15:37:29,24:42.290,1482290,1482.29
967,2016,Brazilian Grand Prix,20,807,Nico Hülkenberg,Force India,force_india,false,3,28,15:37:50,24:45.304,1485304,1485.304
967,2016,Brazilian Grand Prix,20,821,Esteban Gutiérrez,Haas F1 Team,haas,false,1,12,14:32:18,25.147,25147,25.147
967,2016,Brazilian Grand Prix,20,821,Esteban Gutiérrez,Haas F1 Team,haas,false,2,20,14:48:09,33:31.147,2011147,2011.147
967,2016,Brazilian Grand Prix,20,821,Esteban Gutiérrez,Haas F1 Team,haas,false,3,28,15:37:54,24:44.444,1484444,1484.444
967,2016,Brazilian Grand Prix,20,821,Esteban Gutiérrez,Haas F1 Team,haas,false,4,47,16:32:38,17.835,17835,17.835
967,2016,Brazilian Grand Prix,20,825,Kevin Magnussen,Renault,renault,false,1,7,14:24:31,24.986,24986,24.986
967,2016,Brazilian Grand Prix,20,835,Jolyon Palmer,Renault,renault,false,1,9,14:27:40,24.745,24745,24.745
967,2016,Brazilian Grand Prix,20,835,Jolyon Palmer,Renault,renault,false,2,17,14:41:59,24.656,24656,24.656
967,2016,Brazilian Grand Prix,20,825,Kevin Magnussen,Renault,renault,false,2,20,14:48:00,33:28.979,2008979,2008.979
967,2016,Brazilian Grand Prix,20,825,Kevin Magnussen,Renault,renault,false,3,28,15:37:43,24:44.474,1484474,1484.474
967,2016,Brazilian Grand Prix,20,825,Kevin Magnussen,Renault,renault,false,4,41,16:23:25,24.265,24265,24.265
967,2016,Brazilian Grand Prix,20,822,Valtteri Bottas,Williams,williams,true,1,9,14:27:31,24.724,24724,24.724
967,2016,Brazilian Grand Prix,20,13,Felipe Massa,Williams,williams,true,1,9,14:27:33,29.421,29421,29.421
967,2016,Brazilian Grand Prix,20,822,Valtteri Bottas,Williams,williams,true,2,20,14:47:59,33:28.595,2008595,2008.595
967,2016,Brazilian Grand Prix,20,13,Felipe Massa,Williams,williams,true,2,20,14:48:08,33:29.630,2009630,2009.63
967,2016,Brazilian Grand Prix,20,822,Valtteri Bottas,Williams,williams,true,3,28,15:37:41,24:43.957,1483957,1483.957
967,2016,Brazilian Grand Prix,20,13,Felipe Massa,Williams,williams,true,3,28,15:37:51,24:45.969,1485969,1485.969
967,2016,Brazilian Grand Prix,20,13,Felipe Massa,Williams,williams,true,4,31,16:08:25,29.754,29754,29.754
967,2016,Brazilian Grand Prix,20,822,Valtteri Bottas,Williams,williams,true,4,38,16:18:52,24.994,24994,24.994
968,2016,Abu Dhabi Grand Prix,21,807,Nico Hülkenberg,Force India,force_india,false,1,8,17:17:59,21.834,21834,21.834
968,2016,Abu Dhabi Grand Prix,21,815,Sergio Pérez,Force India,force_india,false,1,9,17:19:50,21.308,21308,21.308
968,2016,Abu Dhabi Grand Prix,21,807,Nico Hülkenberg,Force India,force_india,false,2,26,17:50:33,21.482,21482,21.482
968,2016,Abu Dhabi Grand Prix,21,815,Sergio Pérez,Force India,force_india,false,2,27,17:52:26,22.012,22012,22.012
968,2016,Abu Dhabi Grand Prix,21,821,Esteban Gutiérrez,Haas F1 Team,haas,false,1,8,17:18:19,22.032,22032,22.032
968,2016,Abu Dhabi Grand Prix,21,154,Romain Grosjean,Haas F1 Team,haas,false,1,20,17:40:10,22.838,22838,22.838
968,2016,Abu Dhabi Grand Prix,21,821,Esteban Gutiérrez,Haas F1 Team,haas,false,2,28,17:54:49,22.102,22102,22.102
968,2016,Abu Dhabi Grand Prix,21,154,Romain Grosjean,Haas F1 Team,haas,false,2,38,18:12:35,22.527,22527,22.527
968,2016,Abu Dhabi Grand Prix,21,825,Kevin Magnussen,Renault,renault,false,1,1,17:05:37,27.068,27068,27.068
968,2016,Abu Dhabi Grand Prix,21,835,Jolyon Palmer,Renault,renault,false,1,7,17:16:27,24.781,24781,24.781
968,2016,Abu Dhabi Grand Prix,21,835,Jolyon Palmer,Renault,renault,false,2,21,17:42:16,22.145,22145,22.145
968,2016,Abu Dhabi Grand Prix,21,835,Jolyon Palmer,Renault,renault,false,3,41,18:18:52,22.588,22588,22.588
968,2016,Abu Dhabi Grand Prix,21,13,Felipe Massa,Williams,williams,true,1,8,17:18:07,21.775,21775,21.775
968,2016,Abu Dhabi Grand Prix,21,13,Felipe Massa,Williams,williams,true,2,30,17:57:55,21.539,21539,21.539
969,2017,Australian Grand Prix,1,839,Esteban Ocon,Force India,force_india,false,1,15,16:29:32,22.154,22154,22.154
969,2017,Australian Grand Prix,1,815,Sergio Pérez,Force India,force_india,false,1,17,16:32:20,22.045,22045,22.045
969,2017,Australian Grand Prix,1,825,Kevin Magnussen,Haas F1 Team,haas,false,1,1,16:08:47,31.336,31336,31.336
969,2017,Australian Grand Prix,1,825,Kevin Magnussen,Haas F1 Team,haas,false,2,44,17:15:10,22.189,22189,22.189
969,2017,Australian Grand Prix,1,807,Nico Hülkenberg,Renault,renault,false,1,16,16:31:01,23.130,23130,23.13
969,2017,Australian Grand Prix,1,807,Nico Hülkenberg,Renault,renault,false,2,30,16:52:40,23.159,23159,23.159
969,2017,Australian Grand Prix,1,840,Lance Stroll,Williams,williams,true,1,5,16:14:22,22.293,22293,22.293
969,2017,Australian Grand Prix,1,13,Felipe Massa,Williams,williams,true,1,20,16:36:44,21.568,21568,21.568
969,2017,Australian Grand Prix,1,840,Lance Stroll,Williams,williams,true,2,29,16:51:13,22.380,22380,22.38
970,2017,Chinese Grand Prix,2,815,Sergio Pérez,Force India,force_india,false,1,2,14:07:52,24.030,24030,24.03
970,2017,Chinese Grand Prix,2,839,Esteban Ocon,Force India,force_india,false,1,2,14:07:57,17.673,17673,17.673
970,2017,Chinese Grand Prix,2,839,Esteban Ocon,Force India,force_india,false,2,4,14:12:49,33.491,33491,33.491
970,2017,Chinese Grand Prix,2,815,Sergio Pérez,Force India,force_india,false,2,4,14:13:01,17.416,17416,17.416
970,2017,Chinese Grand Prix,2,815,Sergio Pérez,Force India,force_india,false,3,5,14:15:49,17.312,17312,17.312
970,2017,Chinese Grand Prix,2,839,Esteban Ocon,Force India,force_india,false,3,5,14:15:52,17.356,17356,17.356
970,2017,Chinese Grand Prix,2,815,Sergio Pérez,Force India,force_india,false,4,6,14:18:30,18.225,18225,18.225
970,2017,Chinese Grand Prix,2,839,Esteban Ocon,Force India,force_india,false,4,6,14:18:36,17.366,17366,17.366
970,2017,Chinese Grand Prix,2,815,Sergio Pérez,Force India,force_india,false,5,20,14:43:03,23.057,23057,23.057
970,2017,Chinese Grand Prix,2,839,Esteban Ocon,Force India,force_india,false,5,42,15:20:06,22.926,22926,22.926
970,2017,Chinese Grand Prix,2,815,Sergio Pérez,Force India,force_india,false,6,49,15:31:25,22.979,22979,22.979
970,2017,Chinese Grand Prix,2,825,Kevin Magnussen,Haas F1 Team,haas,false,1,2,14:07:53,23.809,23809,23.809
970,2017,Chinese Grand Prix,2,154,Romain Grosjean,Haas F1 Team,haas,false,1,2,14:08:00,30.654,30654,30.654
970,2017,Chinese Grand Prix,2,825,Kevin Magnussen,Haas F1 Team,haas,false,2,4,14:13:03,17.296,17296,17.296
970,2017,Chinese Grand Prix,2,154,Romain Grosjean,Haas F1 Team,haas,false,2,4,14:13:23,17.303,17303,17.303
970,2017,Chinese Grand Prix,2,825,Kevin Magnussen,Haas F1 Team,haas,false,3,5,14:15:49,17.298,17298,17.298
970,2017,Chinese Grand Prix,2,154,Romain Grosjean,Haas F1 Team,haas,false,3,5,14:16:10,24.114,24114,24.114
970,2017,Chinese Grand Prix,2,825,Kevin Magnussen,Haas F1 Team,haas,false,4,6,14:18:34,17.299,17299,17.299
970,2017,Chinese Grand Prix,2,154,Romain Grosjean,Haas F1 Team,haas,false,4,6,14:18:48,17.314,17314,17.314
970,2017,Chinese Grand Prix,2,825,Kevin Magnussen,Haas F1 Team,haas,false,5,32,15:03:12,23.463,23463,23.463
970,2017,Chinese Grand Prix,2,154,Romain Grosjean,Haas F1 Team,haas,false,5,35,15:08:45,23.211,23211,23.211
970,2017,Chinese Grand Prix,2,807,Nico Hülkenberg,Renault,renault,false,1,1,14:05:25,23.550,23550,23.55
970,2017,Chinese Grand Prix,2,835,Jolyon Palmer,Renault,renault,false,1,4,14:13:06,17.291,17291,17.291
970,2017,Chinese Grand Prix,2,807,Nico Hülkenberg,Renault,renault,false,2,4,14:13:11,17.336,17336,17.336
970,2017,Chinese Grand Prix,2,835,Jolyon Palmer,Renault,renault,false,2,5,14:15:55,17.291,17291,17.291
970,2017,Chinese Grand Prix,2,807,Nico Hülkenberg,Renault,renault,false,3,5,14:15:58,17.362,17362,17.362
970,2017,Chinese Grand Prix,2,835,Jolyon Palmer,Renault,renault,false,3,6,14:18:39,17.301,17301,17.301
970,2017,Chinese Grand Prix,2,807,Nico Hülkenberg,Renault,renault,false,4,6,14:18:43,17.359,17359,17.359
970,2017,Chinese Grand Prix,2,835,Jolyon Palmer,Renault,renault,false,4,30,15:00:32,23.993,23993,23.993
970,2017,Chinese Grand Prix,2,807,Nico Hülkenberg,Renault,renault,false,5,33,15:05:10,40.144,40144,40.144
970,2017,Chinese Grand Prix,2,13,Felipe Massa,Williams,williams,true,1,2,14:07:51,23.123,23123,23.123
970,2017,Chinese Grand Prix,2,13,Felipe Massa,Williams,williams,true,2,4,14:13:01,17.324,17324,17.324
970,2017,Chinese Grand Prix,2,13,Felipe Massa,Williams,williams,true,3,5,14:15:48,17.321,17321,17.321
970,2017,Chinese Grand Prix,2,13,Felipe Massa,Williams,williams,true,4,6,14:18:29,17.377,17377,17.377
970,2017,Chinese Grand Prix,2,13,Felipe Massa,Williams,williams,true,5,24,14:50:13,23.451,23451,23.451
970,2017,Chinese Grand Prix,2,13,Felipe Massa,Williams,williams,true,6,48,15:30:29,22.517,22517,22.517
971,2017,Bahrain Grand Prix,3,839,Esteban Ocon,Force India,force_india,false,1,11,18:21:47,24.664,24664,24.664
971,2017,Bahrain Grand Prix,3,815,Sergio Pérez,Force India,force_india,false,1,13,18:25:24,24.332,24332,24.332
971,2017,Bahrain Grand Prix,3,815,Sergio Pérez,Force India,force_india,false,2,36,19:04:49,24.630,24630,24.63
971,2017,Bahrain Grand Prix,3,839,Esteban Ocon,Force India,force_india,false,2,37,19:06:38,24.505,24505,24.505
971,2017,Bahrain Grand Prix,3,154,Romain Grosjean,Haas F1 Team,haas,false,1,12,18:23:23,25.075,25075,25.075
971,2017,Bahrain Grand Prix,3,154,Romain Grosjean,Haas F1 Team,haas,false,2,31,18:56:52,24.965,24965,24.965
971,2017,Bahrain Grand Prix,3,807,Nico Hülkenberg,Renault,renault,false,1,13,18:25:13,26.634,26634,26.634
971,2017,Bahrain Grand Prix,3,835,Jolyon Palmer,Renault,renault,false,1,13,18:25:31,27.466,27466,27.466
971,2017,Bahrain Grand Prix,3,807,Nico Hülkenberg,Renault,renault,false,2,36,19:04:58,25.135,25135,25.135
971,2017,Bahrain Grand Prix,3,835,Jolyon Palmer,Renault,renault,false,2,37,19:06:55,26.420,26420,26.42
971,2017,Bahrain Grand Prix,3,840,Lance Stroll,Williams,williams,true,1,8,18:16:59,24.915,24915,24.915
971,2017,Bahrain Grand Prix,3,13,Felipe Massa,Williams,williams,true,1,13,18:25:06,25.704,25704,25.704
971,2017,Bahrain Grand Prix,3,13,Felipe Massa,Williams,williams,true,2,37,19:06:22,24.240,24240,24.24
972,2017,Russian Grand Prix,4,839,Esteban Ocon,Force India,force_india,false,1,26,15:52:42,30.253,30253,30.253
972,2017,Russian Grand Prix,4,815,Sergio Pérez,Force India,force_india,false,1,27,15:54:17,29.868,29868,29.868
972,2017,Russian Grand Prix,4,825,Kevin Magnussen,Haas F1 Team,haas,false,1,21,15:44:30,36.559,36559,36.559
972,2017,Russian Grand Prix,4,807,Nico Hülkenberg,Renault,renault,false,1,40,16:16:07,30.280,30280,30.28
972,2017,Russian Grand Prix,4,13,Felipe Massa,Williams,williams,true,1,21,15:44:10,29.923,29923,29.923
972,2017,Russian Grand Prix,4,840,Lance Stroll,Williams,williams,true,1,26,15:52:58,29.791,29791,29.791
972,2017,Russian Grand Prix,4,13,Felipe Massa,Williams,williams,true,2,41,16:17:53,29.920,29920,29.92
973,2017,Spanish Grand Prix,5,839,Esteban Ocon,Force India,force_india,false,1,16,14:26:51,22.616,22616,22.616
973,2017,Spanish Grand Prix,5,815,Sergio Pérez,Force India,force_india,false,1,18,14:29:42,25.082,25082,25.082
973,2017,Spanish Grand Prix,5,815,Sergio Pérez,Force India,force_india,false,2,34,14:53:46,23.107,23107,23.107
973,2017,Spanish Grand Prix,5,839,Esteban Ocon,Force India,force_india,false,2,34,14:53:58,22.643,22643,22.643
973,2017,Spanish Grand Prix,5,825,Kevin Magnussen,Haas F1 Team,haas,false,1,13,14:22:35,22.703,22703,22.703
973,2017,Spanish Grand Prix,5,154,Romain Grosjean,Haas F1 Team,haas,false,1,19,14:31:26,22.866,22866,22.866
973,2017,Spanish Grand Prix,5,825,Kevin Magnussen,Haas F1 Team,haas,false,2,33,14:52:15,23.814,23814,23.814
973,2017,Spanish Grand Prix,5,154,Romain Grosjean,Haas F1 Team,haas,false,2,34,14:54:22,22.641,22641,22.641
973,2017,Spanish Grand Prix,5,825,Kevin Magnussen,Haas F1 Team,haas,false,3,63,15:37:43,25.052,25052,25.052
973,2017,Spanish Grand Prix,5,835,Jolyon Palmer,Renault,renault,false,1,2,14:06:27,23.159,23159,23.159
973,2017,Spanish Grand Prix,5,807,Nico Hülkenberg,Renault,renault,false,1,15,14:25:28,22.490,22490,22.49
973,2017,Spanish Grand Prix,5,835,Jolyon Palmer,Renault,renault,false,2,21,14:35:11,22.762,22762,22.762
973,2017,Spanish Grand Prix,5,807,Nico Hülkenberg,Renault,renault,false,2,33,14:52:15,22.362,22362,22.362
